date,merchant_id,channel,txn_count,total_amt
2025-12-27,"Marshall, Paul and Nelson",DuitNow QR Offline,1,0.7
2025-12-27,"Marshall, Paul and Nelson",Mastercard,1,27.88
2025-12-27,Martinez Ltd,Shopee PayLater,1,345.69
2025-12-27,Mathews-Hudson,FPX,1,28.12
2025-12-27,Mckinney-Cruz,DuitNow QR,1,71.47
2025-12-27,Mckinney-Cruz,FPX,1,197.44
2025-12-27,Mckinney-Cruz,TNG eWallet,1,26.4
2025-12-27,"Mcmillan, Fowler and Calderon",FPX,1,951.6
2025-12-27,"Mcmillan, Fowler and Calderon",TNG eWallet,1,9.93
2025-12-27,Mejia and Sons,DuitNow QR Offline,2,81.82
2025-12-27,Mejia and Sons,FPX,1,37.8
2025-12-27,Mitchell-Wood,DuitNow QR,2,194.59
2025-12-27,Mitchell-Wood,DuitNow QR Offline,2,16.19
2025-12-27,Mitchell-Wood,TNG eWallet,1,595.76
2025-12-27,Mitchell-Wood,Visa,1,57.96
2025-12-27,Morgan-Mcbride,FPX,1,41.1
2025-12-27,Morgan-Mcbride,Mastercard,1,12.77
2025-12-27,Morrow-Moore,TNG eWallet,1,37.05
2025-12-27,Nguyen-Sheppard,DuitNow QR Offline,1,32.29
2025-12-27,Nguyen-Sheppard,Shopee PayLater,1,17.57
2025-12-27,Nguyen-Sheppard,TNG eWallet,1,22.18
2025-12-27,Owen Group,DuitNow QR,1,58.28
2025-12-27,Owen Group,FPX,1,40.09
2025-12-27,Parks LLC,DuitNow QR,1,0.21
2025-12-27,Parks LLC,DuitNow QR Offline,1,36.31
2025-12-27,Patel and Sons,DuitNow QR,1,63.69
2025-12-27,Patel and Sons,DuitNow QR Offline,1,48.9
2025-12-27,"Perez, Knox and Cardenas",FPX,1,0.35
2025-12-27,Petersen LLC,DuitNow QR,1,34.08
2025-12-27,Petersen LLC,DuitNow QR Offline,1,41.43
2025-12-27,Peterson Group,TNG eWallet,1,32.17
2025-12-27,"Peterson, Leonard and Carter",TNG eWallet Offline,1,28.95
2025-12-27,Phillips Ltd,FPX,1,62.96
2025-12-27,Phillips Ltd,Google Pay,1,0.9
2025-12-27,Phillips Ltd,TNG eWallet Offline,1,25.82
2025-12-27,"Ramirez, Cruz and Patrick",DuitNow QR,1,49.38
2025-12-27,"Ramirez, Cruz and Patrick",TNG eWallet,2,77.49000000000001
2025-12-27,"Ramirez, Cruz and Patrick",TNG eWallet Offline,1,43.44
2025-12-27,Reed Group,FPX,1,16.94
2025-12-27,Reed Group,TNG eWallet,1,14.96
2025-12-27,"Rice, Prince and Johnson",FPX,1,114.33
2025-12-27,"Rice, Prince and Johnson",Mastercard,1,43.58
2025-12-27,"Rice, Prince and Johnson",TNG eWallet Offline,1,10.06
2025-12-27,Richards-Little,Apple Pay,2,28.099999999999998
2025-12-27,Ritter-Stark,Visa,1,12.98
2025-12-27,"Rivera, Webster and Rose",FPX,1,25.2
2025-12-27,"Rivera, Webster and Rose",Mastercard,1,37.31
2025-12-27,"Rivera, Webster and Rose",TNG eWallet,1,26.57
2025-12-27,"Rivera, Webster and Rose",Visa,1,579.45
2025-12-27,Robinson Ltd,Apple Pay,1,736.51
2025-12-27,Robinson Ltd,DuitNow QR,1,31.3
2025-12-27,Robinson Ltd,Mastercard,1,1.08
2025-12-27,Robinson Ltd,TNG eWallet,1,73.76
2025-12-27,"Roman, Willis and Rojas",TNG eWallet,1,32.39
2025-12-27,"Romero, Morrison and Morales",DuitNow QR,1,22.6
2025-12-27,"Romero, Morrison and Morales",Mastercard,1,42.64
2025-12-27,"Romero, Morrison and Morales",TNG eWallet,1,39.61
2025-12-27,Rubio Group,Shopee PayLater,1,11.43
2025-12-27,"Schmidt, Villanueva and Smith",Mastercard,1,51.75
2025-12-27,"Schmidt, Villanueva and Smith",Visa,1,9.8
2025-12-27,Scott LLC,FPX,1,35.99
2025-12-27,Scott LLC,Google Pay,1,32.61
2025-12-27,"Simmons, Mccarty and Weaver",DuitNow QR,1,29.96
2025-12-27,"Simmons, Mccarty and Weaver",TNG eWallet,1,23.08
2025-12-27,"Simon, Butler and Scott",FPX,1,8.49
2025-12-27,"Simon, Butler and Scott",TNG eWallet,1,31.51
2025-12-27,"Smith, Cooper and Cabrera",Mastercard,1,0.26
2025-12-27,"Smith, Ferguson and Lewis",DuitNow QR,1,20.64
2025-12-27,"Smith, Ferguson and Lewis",FPX,1,14.91
2025-12-27,Sullivan Group,DuitNow QR Offline,1,26.64
2025-12-27,Sullivan Group,TNG eWallet,1,28.56
2025-12-27,Thomas PLC,DuitNow QR,1,51.86
2025-12-27,Thomas PLC,DuitNow QR Offline,2,61.49
2025-12-27,Thomas PLC,FPX,1,4.77
2025-12-27,Thomas PLC,Visa,1,58.17
2025-12-27,"Townsend, Bishop and Mccoy",TNG eWallet,1,19.24
2025-12-27,"Townsend, Bishop and Mccoy",Visa,1,289.71
2025-12-27,"Tran, Ellis and West",Visa,1,15.88
2025-12-27,"Valdez, Moon and Miller",DuitNow QR,1,48.68
2025-12-27,Vega-Nelson,DuitNow QR,1,22.97
2025-12-27,White-Howard,DuitNow QR Offline,1,21.57
2025-12-27,White-Howard,PayLater by Grab,1,42.95
2025-12-27,White-Howard,TNG eWallet,2,96.78
2025-12-27,Williams-Walker,DuitNow QR,1,41.09
2025-12-27,Williams-Walker,FPX,1,61.45
2025-12-27,Williams-Walker,TNG eWallet,1,40.94
2025-12-28,Aguilar PLC,DuitNow QR,1,33.07
2025-12-28,"Aguilar, Roberts and Pruitt",FPX,1,49.96
2025-12-28,Aguirre-Adams,DuitNow QR,1,0.2
2025-12-28,Ashley-Thomas,FPX,2,73.28999999999999
2025-12-28,Bailey Group,DuitNow QR,2,772.28
2025-12-28,Bailey Group,Mastercard,1,57.3
2025-12-28,Barnes-Taylor,DuitNow QR Offline,1,277.99
2025-12-28,Barnes-Taylor,FPX,1,46.32
2025-12-28,Barnes-Taylor,TNG eWallet,2,177.17
2025-12-28,Benton LLC,DuitNow QR,1,45.25
2025-12-28,Burke-Woods,FPX,1,996.92
2025-12-28,Burke-Woods,Visa,1,16.82
2025-12-28,Burns LLC,DuitNow QR,2,209.44
2025-12-28,"Cameron, Williams and Rojas",DuitNow QR Offline,1,14.91
2025-12-28,Carter Group,TNG eWallet Offline,1,17.63
2025-12-28,Chapman and Sons,Mastercard,1,32.12
2025-12-28,Chapman and Sons,PayLater by Grab,1,19.07
2025-12-28,Chapman and Sons,TNG eWallet,2,81.94
2025-12-28,Chapman-Herrera,DuitNow QR,1,208.58
2025-12-28,Chapman-Herrera,TNG eWallet,1,47.52
2025-12-28,"Colon, Jensen and Russell",FPX,1,0.7
2025-12-28,"Colon, Jensen and Russell",TNG eWallet,1,31.15
2025-12-28,"Cowan, Ritter and Nichols",Mastercard,1,57.39
2025-12-28,"Cowan, Ritter and Nichols",PayLater by Grab,1,31.28
2025-12-28,"Cowan, Ritter and Nichols",TNG eWallet,2,102.93
2025-12-28,"Cowan, Ritter and Nichols",Visa,1,29.15
2025-12-28,Cowan-Reyes,TNG eWallet Offline,1,28.47
2025-12-28,Cox-Strong,DuitNow QR Offline,1,76.06
2025-12-28,Cruz-Henry,TNG eWallet,1,30.57
2025-12-28,Cruz-Henry,TNG eWallet Offline,1,19.05
2025-12-28,Dean and Sons,TNG eWallet,1,60.4
2025-12-28,Delacruz-Gilmore,DuitNow QR,1,1.2
2025-12-28,Dixon-Johnson,DuitNow QR,1,47.5
2025-12-28,Douglas LLC,DuitNow QR,3,56.55
2025-12-28,Douglas LLC,Mastercard,1,42.61
2025-12-28,Ellison-Park,DuitNow QR,1,839.08
2025-12-28,Ellison-Park,TNG eWallet,1,422.98
2025-12-28,Evans-Flynn,Mastercard,1,1.03
2025-12-28,Evans-Flynn,TNG eWallet,2,71.81
2025-12-28,Evans-Flynn,Visa,1,8.96
2025-12-28,Figueroa Group,TNG eWallet,3,114.50999999999999
2025-12-28,Figueroa Group,Visa,2,27.720000000000002
2025-12-28,Gomez PLC,FPX,1,45.31
2025-12-28,Gomez PLC,Mastercard,1,798.82
2025-12-28,Gonzales-Brown,FPX,1,39.72
2025-12-28,Gonzales-Brown,TNG eWallet,1,42.97
2025-12-28,Hall Inc,Visa,1,56.26
2025-12-28,Hall and Sons,Apple Pay,1,42.55
2025-12-28,Hall and Sons,DuitNow QR Offline,1,22.91
2025-12-28,Hart LLC,DuitNow QR Offline,1,55.62
2025-12-28,Hart LLC,FPX,1,50.27
2025-12-28,Hart LLC,Mastercard,1,34.9
2025-12-28,Hartman Group,TNG eWallet,1,63.44
2025-12-28,Hawkins-Wagner,Apple Pay,1,0.47
2025-12-28,Hawkins-Wagner,DuitNow QR Offline,1,47.28
2025-12-28,Hawkins-Wagner,Google Pay,1,34.14
2025-12-28,Hawkins-Wagner,TNG eWallet,2,682.8000000000001
2025-12-28,"Hernandez, Church and Hughes",FPX,1,285.4
2025-12-28,"Huang, Berger and Martin",Shopee PayLater,1,54.45
2025-12-28,Hughes and Sons,Mastercard,1,44.6
2025-12-28,Hughes and Sons,TNG eWallet Offline,1,10.21
2025-12-28,"Hughes, Taylor and Hicks",FPX,2,530.3100000000001
2025-12-28,Ibarra Ltd,Mastercard,1,29.49
2025-12-28,"James, Potter and Nguyen",DuitNow QR Offline,1,35.89
2025-12-28,"James, Potter and Nguyen",Mastercard,1,38.5
2025-12-28,Johnson-Becker,DuitNow QR Offline,1,8.65
2025-12-28,Johnson-Simpson,TNG eWallet Offline,1,36.78
2025-12-28,Lee Inc,DuitNow QR,1,38.39
2025-12-28,Lee Inc,Shopee PayLater,1,28.06
2025-12-28,Lee Inc,TNG eWallet,1,1.29
2025-12-28,Lee-White,Mastercard,1,705.23
2025-12-28,"Logan, Saunders and Hayes",DuitNow QR,1,311.21
2025-12-28,"Logan, Saunders and Hayes",Mastercard,1,41.43
2025-12-28,"Logan, Saunders and Hayes",TNG eWallet,1,34.77
2025-12-28,Logan-Silva,DuitNow QR,1,28.07
2025-12-28,Logan-Silva,DuitNow QR Offline,1,28.07
2025-12-28,Logan-Silva,Visa,1,38.45
2025-12-28,"Marshall, Paul and Nelson",DuitNow QR Offline,1,43.91
2025-12-28,"Marshall, Paul and Nelson",Mastercard,1,49.75
2025-12-28,Martinez Ltd,Apple Pay,1,21.57
2025-12-28,Martinez Ltd,DuitNow QR Offline,1,0.64
2025-12-28,Martinez Ltd,Mastercard,2,1190.0
2025-12-28,Mathews-Hudson,TNG eWallet Offline,1,27.75
2025-12-28,"May, Brown and Walters",DuitNow QR,2,34.949999999999996
2025-12-28,"May, Brown and Walters",TNG eWallet Offline,1,798.49
2025-12-28,Mckinney-Cruz,DuitNow QR,1,21.3
2025-12-28,Mckinney-Cruz,DuitNow QR Offline,2,117.98
2025-12-28,Mckinney-Cruz,TNG eWallet Offline,1,18.99
2025-12-28,Mejia and Sons,DuitNow QR,1,35.27
2025-12-28,Mejia and Sons,DuitNow QR Offline,1,22.23
2025-12-28,Mejia-Bradley,DuitNow QR Offline,1,47.03
2025-12-28,Mitchell-Wood,FPX,2,37.36
2025-12-28,Mitchell-Wood,TNG eWallet,1,27.44
2025-12-28,Morgan-Mcbride,Visa,1,657.03
2025-12-28,Morrow-Moore,DuitNow QR Offline,1,31.01
2025-12-28,Morrow-Moore,Visa,1,36.38
2025-12-28,Nguyen-Sheppard,DuitNow QR Offline,1,39.94
2025-12-28,Owen Group,DuitNow QR Offline,1,4.64
2025-12-28,Parks LLC,DuitNow QR,1,0.91
2025-12-28,Parks LLC,FPX,2,101.53999999999999
2025-12-28,Parks LLC,TNG eWallet,2,85.11
2025-12-28,Parks LLC,TNG eWallet Offline,1,0.55
2025-12-28,Patel and Sons,DuitNow QR,2,58.24
2025-12-28,Patel and Sons,DuitNow QR Offline,1,63.02
2025-12-28,Patel and Sons,PayLater by Grab,1,24.79
2025-12-28,"Perez, Knox and Cardenas",DuitNow QR,1,49.95
2025-12-28,"Perez, Knox and Cardenas",DuitNow QR Offline,1,33.6
2025-12-28,"Perez, Knox and Cardenas",Mastercard,1,1447.46
2025-12-28,"Perez, Knox and Cardenas",PayLater by Grab,1,18.22
2025-12-28,"Perez, Knox and Cardenas",Visa,1,33.47
2025-12-28,Petersen LLC,Shopee PayLater,1,20.28
2025-12-28,Petersen LLC,TNG eWallet,1,51.48
2025-12-28,Peterson Group,FPX,2,116.2
2025-12-28,Peterson Group,Google Pay,1,43.16
2025-12-28,"Peterson, Leonard and Carter",DuitNow QR Offline,2,100.36
2025-12-28,Phillips Ltd,DuitNow QR,1,30.81
2025-12-28,Phillips Ltd,DuitNow QR Offline,1,62.92
2025-12-28,Phillips Ltd,FPX,1,32.1
2025-12-28,Phillips Ltd,TNG eWallet Offline,2,84.71
2025-12-28,"Ramirez, Cruz and Patrick",Apple Pay,1,8.85
2025-12-28,"Ramirez, Cruz and Patrick",DuitNow QR,2,95.43
2025-12-28,Reed Group,DuitNow QR,1,45.33
2025-12-28,Reed Group,PayLater by Grab,1,0.13
2025-12-28,"Rice, Prince and Johnson",DuitNow QR Offline,1,16.35
2025-12-28,"Rice, Prince and Johnson",FPX,1,67.39
2025-12-28,"Rice, Prince and Johnson",Google Pay,1,574.62
2025-12-28,Richards-Little,TNG eWallet Offline,1,33.89
2025-12-28,Richardson-Goodman,PayLater by Grab,1,1287.68
2025-12-28,Richardson-Goodman,Shopee PayLater,2,85.93
2025-12-28,Richardson-Goodman,TNG eWallet,1,64.95
2025-12-28,Ritter-Stark,TNG eWallet Offline,1,17.98
2025-12-28,"Rivera, Webster and Rose",DuitNow QR Offline,1,60.97
2025-12-28,"Rivera, Webster and Rose",FPX,1,16.17
2025-12-28,"Rivera, Webster and Rose",TNG eWallet,1,55.69
2025-12-28,Robinson Ltd,Mastercard,1,0.54
2025-12-28,Robinson Ltd,TNG eWallet,1,50.06
2025-12-28,"Roman, Willis and Rojas",TNG eWallet Offline,2,34.95
2025-12-28,"Romero, Morrison and Morales",DuitNow QR Offline,1,16.78
2025-12-28,"Romero, Morrison and Morales",TNG eWallet Offline,1,26.12
2025-12-28,Ross Inc,Apple Pay,1,32.44
2025-12-28,"Simmons, Mccarty and Weaver",DuitNow QR Offline,1,0.39
2025-12-28,"Simmons, Mccarty and Weaver",TNG eWallet,1,569.48
2025-12-28,"Simon, Butler and Scott",DuitNow QR Offline,1,46.95
2025-12-28,"Simon, Butler and Scott",FPX,1,16.51
2025-12-28,"Simon, Butler and Scott",Google Pay,1,20.34
2025-12-28,"Smith, Cooper and Cabrera",DuitNow QR,1,603.32
2025-12-28,"Smith, Cooper and Cabrera",DuitNow QR Offline,1,0.31
2025-12-28,"Smith, Cooper and Cabrera",FPX,1,35.11
2025-12-28,"Smith, Cooper and Cabrera",TNG eWallet Offline,1,40.15
2025-12-28,"Smith, Ferguson and Lewis",DuitNow QR,1,59.69
2025-12-28,"Smith, Ferguson and Lewis",Mastercard,1,59.25
2025-12-28,Stein-Kelly,DuitNow QR,1,23.0
2025-12-28,Stein-Kelly,FPX,1,668.9
2025-12-28,Stein-Kelly,Google Pay,1,25.89
2025-12-28,Stein-Kelly,PayLater by Grab,1,654.77
2025-12-28,"Stone, Marshall and Knox",DuitNow QR,1,66.92
2025-12-28,Sullivan Group,DuitNow QR,1,11.62
2025-12-28,Sullivan Group,FPX,2,27.41
2025-12-28,Sullivan Group,TNG eWallet,1,17.22
2025-12-28,Thomas PLC,DuitNow QR,1,29.79
2025-12-28,Thomas PLC,FPX,3,53.199999999999996
2025-12-28,Thomas PLC,Mastercard,1,64.77
2025-12-28,"Townsend, Bishop and Mccoy",FPX,1,33.46
2025-12-28,"Townsend, Bishop and Mccoy",TNG eWallet,1,454.21
2025-12-28,"Tran, Ellis and West",FPX,2,19.32
2025-12-28,"Tran, Ellis and West",Visa,1,17.42
2025-12-28,Vasquez PLC,Visa,1,38.25
2025-12-28,Vega-Nelson,DuitNow QR,1,702.1
2025-12-28,Warren-Avila,Mastercard,1,52.45
2025-12-28,Warren-Avila,TNG eWallet,2,323.62
2025-12-28,Weaver-Green,DuitNow QR Offline,1,64.86
2025-12-28,Weaver-Green,FPX,1,31.94
2025-12-28,White-Howard,TNG eWallet,2,434.44
2025-12-28,White-Howard,TNG eWallet Offline,1,29.24
2025-12-28,"Whitehead, Payne and Smith",FPX,1,37.07
2025-12-28,Williams-Walker,Visa,1,496.22
2025-12-29,Acosta PLC,FPX,1,33.34
2025-12-29,Aguilar PLC,FPX,1,615.75
2025-12-29,Aguilar PLC,Visa,1,271.56
2025-12-29,"Aguilar, Roberts and Pruitt",DuitNow QR,1,15.42
2025-12-29,"Aguilar, Roberts and Pruitt",DuitNow QR Offline,1,28.84
2025-12-29,"Aguilar, Roberts and Pruitt",Google Pay,1,0.58
2025-12-29,"Aguilar, Roberts and Pruitt",Shopee PayLater,1,27.36
2025-12-29,"Aguilar, Roberts and Pruitt",TNG eWallet,1,14.89
2025-12-29,Ashley-Thomas,DuitNow QR,1,32.19
2025-12-29,Avery Ltd,DuitNow QR Offline,1,0.31
2025-12-29,Avery Ltd,PayLater by Grab,1,13.54
2025-12-29,Bailey Group,DuitNow QR,2,88.19999999999999
2025-12-29,Bailey Group,DuitNow QR Offline,1,25.19
2025-12-29,Bailey Group,Shopee PayLater,1,20.4
2025-12-29,Barnes-Taylor,DuitNow QR,1,72.36
2025-12-29,Barnes-Taylor,TNG eWallet,2,30.75
2025-12-29,Barnes-Taylor,TNG eWallet Offline,1,55.83
2025-12-29,Benton LLC,DuitNow QR,1,42.97
2025-12-29,Benton LLC,DuitNow QR Offline,1,34.5
2025-12-29,Benton LLC,FPX,1,449.77
2025-12-29,Benton LLC,TNG eWallet Offline,1,0.19
2025-12-29,Burke-Woods,Shopee PayLater,1,38.51
2025-12-29,Burns LLC,FPX,1,1.11
2025-12-29,Burns LLC,TNG eWallet,1,62.72
2025-12-29,"Cameron, Williams and Rojas",DuitNow QR,1,20.63
2025-12-29,Campbell Ltd,TNG eWallet,1,271.24
2025-12-29,"Carlson, Lyons and Gonzalez",DuitNow QR,1,24.97
2025-12-29,"Carlson, Lyons and Gonzalez",TNG eWallet,1,41.19
2025-12-29,Carter Group,Mastercard,1,24.37
2025-12-29,Carter Group,PayLater by Grab,1,29.05
2025-12-29,Chapman and Sons,DuitNow QR,1,30.78
2025-12-29,Chapman and Sons,Google Pay,1,0.96
2025-12-29,Chapman and Sons,TNG eWallet Offline,1,708.48
2025-12-29,Chapman-Herrera,TNG eWallet Offline,1,471.54
2025-12-29,"Colon, Jensen and Russell",DuitNow QR,2,59.93
2025-12-29,"Colon, Jensen and Russell",TNG eWallet Offline,1,582.02
2025-12-29,"Cowan, Ritter and Nichols",TNG eWallet,2,64.48
2025-12-29,Cowan-Reyes,DuitNow QR Offline,1,58.55
2025-12-29,Cowan-Reyes,Visa,1,51.75
2025-12-29,Cox-Strong,FPX,1,15.9
2025-12-29,Dean and Sons,FPX,1,50.65
2025-12-29,Dean and Sons,TNG eWallet,1,35.08
2025-12-29,Dean and Sons,TNG eWallet Offline,1,4.41
2025-12-29,Delacruz-Gilmore,DuitNow QR,1,715.48
2025-12-29,Delacruz-Gilmore,TNG eWallet,1,37.49
2025-12-29,Delacruz-Gilmore,TNG eWallet Offline,1,27.55
2025-12-29,Dixon-Johnson,DuitNow QR,1,33.41
2025-12-29,Dixon-Johnson,Mastercard,1,26.88
2025-12-29,Dixon-Johnson,TNG eWallet,1,1.09
2025-12-29,Douglas LLC,DuitNow QR Offline,1,25.8
2025-12-29,Douglas LLC,FPX,1,22.48
2025-12-29,Douglas LLC,TNG eWallet,1,57.33
2025-12-29,Douglas LLC,Visa,1,530.37
2025-12-29,Ellison-Park,FPX,1,60.31
2025-12-29,Ellison-Park,Mastercard,1,637.18
2025-12-29,Ellison-Park,TNG eWallet,1,48.96
2025-12-29,Evans-Flynn,TNG eWallet,3,49.43
2025-12-29,Figueroa Group,FPX,1,8.49
2025-12-29,Figueroa Group,TNG eWallet,1,33.01
2025-12-29,Gomez LLC,FPX,1,239.25
2025-12-29,Gomez PLC,DuitNow QR,1,26.23
2025-12-29,Gomez PLC,FPX,1,20.71
2025-12-29,Gomez PLC,TNG eWallet Offline,1,12.87
2025-12-29,Gonzales-Brown,DuitNow QR,1,34.38
2025-12-29,Gonzales-Brown,TNG eWallet Offline,1,36.81
2025-12-29,Green-Vaughan,FPX,1,56.24
2025-12-29,Green-Vaughan,Mastercard,1,0.61
2025-12-29,Hall Inc,DuitNow QR,2,57.16
2025-12-29,Hall Inc,FPX,1,43.2
2025-12-29,Hart LLC,Apple Pay,1,22.32
2025-12-29,Hart LLC,DuitNow QR,1,73.57
2025-12-29,Hart LLC,PayLater by Grab,1,21.23
2025-12-29,Hart LLC,TNG eWallet,2,70.65
2025-12-29,Hartman Group,Google Pay,1,46.55
2025-12-29,Hawkins-Wagner,DuitNow QR,1,46.12
2025-12-29,Hawkins-Wagner,Mastercard,1,35.57
2025-12-29,Hawkins-Wagner,PayLater by Grab,1,20.31
2025-12-29,Hawkins-Wagner,TNG eWallet Offline,1,35.4
2025-12-29,"Hernandez, Church and Hughes",DuitNow QR,1,18.95
2025-12-29,Hernandez-Mitchell,DuitNow QR Offline,1,14.52
2025-12-29,"Huang, Berger and Martin",Visa,1,23.33
2025-12-29,"Hughes, Taylor and Hicks",DuitNow QR Offline,1,40.61
2025-12-29,"Hughes, Taylor and Hicks",TNG eWallet Offline,1,45.27
2025-12-29,Ibarra Ltd,TNG eWallet Offline,1,285.93
2025-12-29,Ibarra Ltd,Visa,1,41.26
2025-12-29,"James, Potter and Nguyen",DuitNow QR Offline,1,18.57
2025-12-29,"James, Potter and Nguyen",TNG eWallet,1,14.67
2025-12-29,Johnson-Becker,FPX,1,37.69
2025-12-29,Johnson-Becker,Mastercard,1,50.17
2025-12-29,"Jordan, Robinson and Davis",DuitNow QR Offline,1,55.1
2025-12-29,Kaufman-Hooper,DuitNow QR,1,42.65
2025-12-29,Kaufman-Hooper,TNG eWallet Offline,1,16.0
2025-12-29,Kaufman-Hooper,Visa,1,35.89
2025-12-29,Lee Inc,DuitNow QR,2,45.6
2025-12-29,Lee Inc,TNG eWallet,1,65.97
2025-12-29,Lee Inc,Visa,1,8.98
2025-12-29,Lee-White,DuitNow QR Offline,2,1055.88
2025-12-29,Lee-White,FPX,1,358.12
2025-12-29,Lewis Inc,DuitNow QR,1,39.94
2025-12-29,Logan Inc,DuitNow QR Offline,1,33.62
2025-12-29,Logan-Silva,FPX,1,6.26
2025-12-29,"Marshall, Paul and Nelson",DuitNow QR,1,12.95
2025-12-29,"Marshall, Paul and Nelson",PayLater by Grab,1,226.82
2025-12-29,Martinez Ltd,DuitNow QR Offline,1,49.32
2025-12-29,Martinez Ltd,FPX,2,91.14
2025-12-29,Martinez Ltd,TNG eWallet,1,27.2
2025-12-29,Mathews-Hudson,DuitNow QR Offline,1,12.22
2025-12-29,"May, Brown and Walters",FPX,1,30.22
2025-12-29,"May, Brown and Walters",TNG eWallet,2,82.64
2025-12-29,Mckinney-Cruz,FPX,1,28.12
2025-12-29,Mckinney-Cruz,Visa,1,40.68
2025-12-29,Mejia and Sons,DuitNow QR,2,40.18
2025-12-29,Mejia and Sons,FPX,1,871.25
2025-12-29,Mejia-Bradley,DuitNow QR,2,83.52
2025-12-29,Mejia-Bradley,FPX,1,45.98
2025-12-29,Mejia-Bradley,PayLater by Grab,1,41.1
2025-12-29,Mejia-Bradley,TNG eWallet,1,39.85
2025-12-29,Mitchell-Wood,PayLater by Grab,1,31.63
2025-12-29,Mitchell-Wood,Shopee PayLater,1,406.87
2025-12-29,Morgan-Mcbride,Shopee PayLater,1,37.2
2025-12-29,Morrow-Moore,DuitNow QR,2,608.54
2025-12-29,Parks LLC,TNG eWallet,1,40.58
2025-12-29,Parks LLC,TNG eWallet Offline,1,72.02
2025-12-29,Patel and Sons,DuitNow QR,1,29.1
2025-12-29,Patel and Sons,TNG eWallet,1,32.86
2025-12-29,Patel and Sons,TNG eWallet Offline,1,49.38
2025-12-29,"Perez, Knox and Cardenas",DuitNow QR,1,45.9
2025-12-29,Petersen LLC,Google Pay,1,17.89
2025-12-29,Petersen LLC,TNG eWallet,1,23.74
2025-12-29,Petersen LLC,TNG eWallet Offline,1,4.86
2025-12-29,Peterson Group,TNG eWallet,1,34.88
2025-12-29,"Peterson, Leonard and Carter",FPX,1,31.05
2025-12-29,"Peterson, Leonard and Carter",TNG eWallet,1,36.58
2025-12-29,Phillips Ltd,TNG eWallet Offline,2,98.85
2025-12-29,"Ramirez, Cruz and Patrick",DuitNow QR,1,54.63
2025-12-29,"Ramirez, Cruz and Patrick",DuitNow QR Offline,1,14.72
2025-12-29,"Ramirez, Cruz and Patrick",Mastercard,1,34.2
2025-12-29,"Ramirez, Cruz and Patrick",TNG eWallet Offline,1,0.68
2025-12-29,Reed Group,FPX,1,45.56
2025-12-29,Reed Group,TNG eWallet,1,903.79
2025-12-29,Reed Group,TNG eWallet Offline,1,34.38
2025-12-29,"Rice, Prince and Johnson",DuitNow QR,1,7.3
2025-12-29,"Rice, Prince and Johnson",PayLater by Grab,1,40.25
2025-12-29,"Rice, Prince and Johnson",TNG eWallet Offline,1,16.63
2025-12-29,Richards-Little,FPX,1,389.45
2025-12-29,Richards-Little,TNG eWallet Offline,1,46.77
2025-12-29,Richardson-Goodman,FPX,3,126.4
2025-12-29,Richardson-Goodman,Mastercard,1,20.92
2025-12-29,Richardson-Goodman,TNG eWallet,2,197.13
2025-12-29,Richardson-Goodman,Visa,1,37.2
2025-12-29,Ritter-Stark,Mastercard,1,447.55
2025-12-29,"Rivera, Webster and Rose",TNG eWallet,1,64.33
2025-12-29,Robinson Ltd,DuitNow QR,1,48.57
2025-12-29,Robinson Ltd,TNG eWallet,1,67.21
2025-12-29,"Roman, Willis and Rojas",Shopee PayLater,1,39.22
2025-12-29,"Romero, Morrison and Morales",FPX,1,26.89
2025-12-29,"Romero, Morrison and Morales",Mastercard,2,78.03
2025-12-29,"Romero, Morrison and Morales",TNG eWallet,2,116.13
2025-12-29,"Romero, Morrison and Morales",TNG eWallet Offline,1,8.91
2025-12-29,Ross Inc,DuitNow QR,1,44.4
2025-12-29,Ross Inc,Mastercard,2,55.84
2025-12-29,Rubio Group,FPX,1,47.26
2025-12-29,"Schmidt, Villanueva and Smith",TNG eWallet,2,55.39
2025-12-29,"Simmons, Mccarty and Weaver",DuitNow QR Offline,1,31.76
2025-12-29,"Simmons, Mccarty and Weaver",Mastercard,1,50.07
2025-12-29,"Simmons, Mccarty and Weaver",TNG eWallet,1,21.0
2025-12-29,"Simon, Butler and Scott",DuitNow QR,1,38.07
2025-12-29,"Simon, Butler and Scott",TNG eWallet,1,10.72
2025-12-29,"Smith, Cooper and Cabrera",Mastercard,1,772.12
2025-12-29,"Smith, Ferguson and Lewis",TNG eWallet,2,76.67
2025-12-29,Stein-Kelly,FPX,1,40.28
2025-12-29,Stein-Kelly,Visa,1,50.86
2025-12-29,"Stone, Marshall and Knox",TNG eWallet,1,29.99
2025-12-29,Sullivan Group,DuitNow QR,1,37.4
2025-12-29,Sullivan Group,TNG eWallet,1,66.53
2025-12-29,Thomas PLC,DuitNow QR,2,56.400000000000006
2025-12-29,Thomas PLC,FPX,1,54.7
2025-12-29,Thomas PLC,Visa,1,47.3
2025-12-29,"Townsend, Bishop and Mccoy",Shopee PayLater,1,29.08
2025-12-29,"Tran, Ellis and West",FPX,1,38.14
2025-12-29,Vega-Nelson,FPX,1,9.73
2025-12-29,Vega-Nelson,TNG eWallet Offline,1,58.67
2025-12-29,Warren-Avila,Mastercard,1,11.83
2025-12-29,Weaver-Green,DuitNow QR Offline,1,19.32
2025-12-29,White-Howard,FPX,1,37.78
